Test #,Test Name,Analyte Name,Analyte #,Reference Range,Units
500600,"1,25-Dihydroxy,Vitamin D by MS","1,25-Dihydroxy, Vitamin D-2",502629,,
500600,"1,25-Dihydroxy,Vitamin D by MS","1,25-Dihydroxy, Vitamin D-3",502630,,
140853,Chromog.  A,N,1,,
480847,"Chromogranin A, Serial Monitor",PDF,511958,,
480847,"Chromogranin A, Serial Monitor",Chromogranin A,140853,0.0-101.8,ng/mL
5009,CBC With Differential/Platelet,NRBC,015945,0-0,%
5009,CBC With Differential/Platelet,Immature Grans (Abs),015911,,K/mcL
5009,CBC With Differential/Platelet,Immature Granulocytes,015108,,%
5009,CBC With Differential/Platelet,Baso (Absolute),015941,0.0-0.1,K/mcL
5009,CBC With Differential/Platelet,Eos (Absolute),015933,0.0-0.5,K/mcL
5009,CBC With Differential/Platelet,Monocytes(Absolute),015925,0.0-0.8,K/mcL
5009,CBC With Differential/Platelet,Lymphs (Absolute),015917,1.0-3.9,K/mcL
5009,CBC With Differential/Platelet,Neutrophils (Absolute),015909,1.9-7.4,K/mcL
5009,CBC With Differential/Platelet,WBC,005025,3.8-11.0,K/mcL
5009,CBC With Differential/Platelet,Monocytes,015131,0-12,%
5009,CBC With Differential/Platelet,Lymphs,015123,15-48,%
5009,CBC With Differential/Platelet,Platelets,015172,150-400,K/mcL
5009,CBC With Differential/Platelet,Neutrophils,015107,38-70,%
5009,CBC With Differential/Platelet,Basos,015156,0-2,%
5009,CBC With Differential/Platelet,MCV,015065,80-100,fL
5009,CBC With Differential/Platelet,Hematocrit,005058,34-46,%
5009,CBC With Differential/Platelet,Eos,015149,0-7,%
5009,CBC With Differential/Platelet,RBC,005033,3.70-5.10,M/mcL
5009,CBC With Differential/Platelet,MCHC,015081,32.0-35.5,g/dL
303756,Lipid Panel,LDL Calc Comment:,011923,,
143404,Cancer Antigen (CA) 15-3,Cancer Antigen 15-3,143413,0.0-25.0,U/mL
511154,Factor V Leiden Mutation,Factor V Leiden,511155,,
3772,"Urinalysis, Complete",Crystal Type,013152,N/A,
3772,"Urinalysis, Complete",Crystals,013146,N/A,
10334,Prostate-speci,N,L,,
1917,"G6PD,Qn,Bld and Red Cell Count","G-6-PD, Quant",001927,155-399,U/10E12 RBC
2253,"AFP, Serum, Tumor Marker","AFP, Serum, Tumor Marker",002266,0.0-8.4,ng/mL
620,Thyroid Panel With TSH,Thyroxine (T4),001149,4.5-12.0,ug/dL
620,Thyroid Panel With TSH,TSH,004264,0.450-4.500,uIU/mL
620,Thyroid Panel With TSH,Free Thyroxine Index,001164,1.2-4.9,
620,Thyroid Panel With TSH,T3 Uptake,001156,24-39,%
1917,"G6PD,Qn,Bld and Red Cell Count",RBC,005033,4.14-5.80,x10E6/uL
8847,"Urine Culture, Routine","Urine Culture, Routine",008847,,
8847,"Urine Culture, Routine",Result 1,997131,,
322000,Comp. Metabolic Panel (14),BUN/Creatinine Ratio,011577,,
322000,Comp. Metabolic Panel (14),AST (SGOT),001123,,IU/L
322000,Comp. Metabolic Panel (14),Albumin,001081,,g/dL
322000,Comp. Metabolic Panel (14),Potassium,001180,,mmol/L
322000,Comp. Metabolic Panel (14),"Protein, Total",001073,,g/dL
322000,Comp. Metabolic Panel (14),Calcium,001016,,mg/dL
322000,Comp. Metabolic Panel (14),Alkaline Phosphatase,001107,,IU/L
322000,Comp. Metabolic Panel (14),Creatinine,001370,,mg/dL
480061,"CA 125, Serum (Serial)",Cancer Antigen (CA) 125,002321,,U/mL
4259,TSH,TSH,004264,,uIU/mL
322000,Comp. Metabolic Panel (14),"Carbon Dioxide, Total",001578,,mmol/L
322000,Comp. Metabolic Panel (14),BUN,001040,,mg/dL
322000,Comp. Metabolic Panel (14),ALT (SGPT),001545,,IU/L
322000,Comp. Metabolic Panel (14),"Bilirubin, Total",001099,,mg/dL
322000,Comp. Metabolic Panel (14),eGFR,100779,>59,
140293,CA 27.29,CA 27.29,142134,0.0-38.6,U/mL
1792,"Immunoglobulin M, Qn, Serum","Immunoglobulin M, Qn, Serum",001792,20-172,mg/dL
4861,"Viscosity, Serum","Viscosity, Serum",004863,1.4-2.1,rel.saline
100875,Request Problem,Request Problem,100875,,
322000,Comp. Metabolic Panel (14),AST (SGOT),001123,0-40,
140659,HCV Antibody,Hep C Virus Ab,140689,Non Reactive,
6510,HBsAg Screen,HBsAg Screen,006510,Negative,
6718,"Hep B Core Ab, Tot","Hep B Core Ab, Tot",006718,Negative,
5009,CBC With Differential/Platelet,WBC,005025,3.4-10.8,
5009,CBC With Differential/Platelet,MCH,015073,25.7-32.2,pg
5009,CBC With Differential/Platelet,MCV,015065,79.0-92.2,fL
5009,CBC With Differential/Platelet,Hematocrit,005058,39.0-50.0,%
5009,CBC With Differential/Platelet,Hemoglobin,005041,13.7-17.5,g/dL
5009,CBC With Differential/Platelet,RBC,005033,4.63-6.08,M/uL
5009,CBC With Differential/Platelet,WBC,005025,4.2-9.1,K/uL
5009,CBC With Differential/Platelet,NRBC,015945,0,per 100 WBCs
5009,CBC With Differential/Platelet,Immature Grans (Abs),015911,0.00-0.05,K/uL
5009,CBC With Differential/Platelet,Immature Granulocytes,015108,0.0-0.7,%
5009,CBC With Differential/Platelet,Baso (Absolute),015941,0.01-0.08,K/uL
5009,CBC With Differential/Platelet,Eos (Absolute),015933,0.04-0.54,K/uL
5009,CBC With Differential/Platelet,Monocytes(Absolute),015925,0.30-0.82,K/uL
5009,CBC With Differential/Platelet,Lymphs (Absolute),015917,1.32-3.57,K/uL
5009,CBC With Differential/Platelet,Neutrophils (Absolute),015909,1.78-5.38,K/uL
5009,CBC With Differential/Platelet,Basos,015156,0.2-1.2,%
5009,CBC With Differential/Platelet,Eos,015149,0.8-7.0,%
5009,CBC With Differential/Platelet,Monocytes,015131,5.3-12.2,%
5009,CBC With Differential/Platelet,Lymphs,015123,21.8-53.1,%
5009,CBC With Differential/Platelet,Neutrophils,015107,34.0-67.9,%
5009,CBC With Differential/Platelet,Platelets,015172,163-337,K/uL
5009,CBC With Differential/Platelet,RDW,105007,11.6-14.4,%
5009,CBC With Differential/Platelet,MCHC,015081,32.3-36.5,g/dL
5009,CBC With Differential/Platelet,Platelets,015172,150-450,
5215,Sedimentation Rate-Westergren,Sedimentation Rate-Westergren,005215,0-30,mm/hr
1115,LDH,LDH,001115,121-224,IU/L
1958,GGT,GGT,001958,0-65,IU/L
1396,Amylase,Amylase,001396,31-110,U/L
1404,Lipase,Lipase,001404,13-78,U/L
5215,Sedimentation Rate-Westergren,Sedimentation Rate-Westergren,005215,0-30,
2303,Cancer Antigen (CA) 125,Cancer Antigen (CA) 125,002321,0.0-38.1,U/mL
2014,"Folate (Folic Acid), Serum",Note:,002021,,
2014,"Folate (Folic Acid), Serum","Folate (Folic Acid), Serum",002020,>3.0,ng/mL
5215,Sedimentation Rate-Westergren,Sedimentation Rate-Westergren,005215,0-32,mm/hr
1057,Uric Acid,Uric Acid,001057,2.6-6.2,mg/dL
6502,Rheumatoid Factor (RF),Rheumatoid Factor (RF),006171,<14.0,IU/mL
121210,"PE and FLC, Serum","Free Kappa Lt Chains,S",121138,3.3-19.4,
121210,"PE and FLC, Serum","Free Lambda Lt Chains,S",121139,5.7-26.3,
1222,"Bilirubin, Direct","Bilirubin, Direct",001222,0.00-0.40,mg/dL
1917,"G6PD,Qn,Bld and Red Cell Count","G-6-PD, Quant",001927,127-427,
322000,Comp. Metabolic Panel (14),Alkaline Phosphatase,001107,44-121,
322000,Comp. Metabolic Panel (14),ALT (SGPT),001545,0-32,
322000,Comp. Metabolic Panel (14),Creatinine,001370,0.50-1.00,mg/dL
480061,"CA 125, Serum (Serial)",Cancer Antigen (CA) 125,002321,Not Estab.,U/mL
5080,"Path Review, Per Protocol",Pathologist,005081,,
5009,CBC With Differential/Platelet, Myelocytes,115403,0 - 0,%
5009,CBC With Differential/Platelet, Metamyelocytes,115401,0 - 0,%
5080,"Path Review, Per Protocol",Comments/Recommendations,005079,,
5009,CBC With Differential/Platelet,Immature Cells,115398,,
322000,Comp. Metabolic Panel (14),BUN,001040,13424,mg/dL
322000,Comp. Metabolic Panel (14),Albumin,001081,3.6-4.6,g/dL
140150,Troponin T,Troponin T(Highly Sensitive),140164,0-14,
164525,Protein S-Functional,Protein S-Functional,164526,63-140,
15040,Antithrombin Activity,Antithrombin Activity,015040,75-135,
117705,Protein C-Functional,Protein C-Functional,117705,73-180,
54601,Ca+PTH Intact,Intact PTH,004000,,
54601,Ca+PTH Intact,"PTH, Intact",015610,15-65,
8847,"Urine Culture, Routine",Antimicrobial Susceptibility,997135,,
322000,Comp. Metabolic Panel (14),Albumin,001081,3.5-5.0,g/dL
1537,Magnesium,Magnesium,001537,1.7-2.4,mg/dL
322000,Comp. Metabolic Panel (14),"Bilirubin, Total",001099,0.10-1.50,mg/dL
322000,Comp. Metabolic Panel (14),Albumin,001081,4.0-5.0,g/dL
4226,Testosterone,Testosterone,004227,13-71,ng/dL
28142,"CBC, Platelet, No Differential",Hemoglobin,005041,11.1-15.9,g/dL
28142,"CBC, Platelet, No Differential",RBC,005033,3.77-5.28,x10E6/uL
28142,"CBC, Platelet, No Differential",WBC,005025,3.4-10.8,x10E3/uL
2139,CEA,CEA,002169,0.0-4.7,ng/mL
28142,"CBC, Platelet, No Differential",Platelets,015172,150-450,x10E3/uL
28142,"CBC, Platelet, No Differential",RDW,105007,11.7-15.4,%
28142,"CBC, Platelet, No Differential",MCHC,015081,31.5-35.7,g/dL
28142,"CBC, Platelet, No Differential",MCH,015073,26.6-33.0,pg
28142,"CBC, Platelet, No Differential",MCV,015065,79-97,fL
28142,"CBC, Platelet, No Differential",Hematocrit,005058,34.0-46.6,%
1057,Uric Acid,Uric Acid,001057,3.1-7.9,mg/dL
